"","LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","PAY","BILL_AMT","PAY_AMT","DEFAULT","UTILIZATION"
"15033",20000,1,3,2,29,1,5957,0,1,0.29785
"15034",50000,1,2,2,30,0,26666,2000,0,0.53332
"15035",60000,1,2,2,28,2,61743,2800,1,1.02905
"15036",130000,1,3,1,34,2,69388,3000,1,0.533753846153846
"15037",20000,1,2,2,25,0,14193,2850,1,0.70965
"15038",1e+05,1,2,2,28,2,58566,5100,1,0.58566
"15039",20000,1,2,1,38,0,8337,3000,1,0.41685
"15040",150000,1,3,2,44,0,151009,6913,0,1.00672666666667
"15041",70000,1,1,2,33,0,62615,2870,0,0.8945
"15042",250000,1,1,1,40,0,7351,3039,0,0.029404
"15043",50000,1,3,1,32,2,38023,2500,1,0.76046
"15044",90000,1,2,1,34,0,86371,3073,1,0.959677777777778
"15045",90000,1,2,2,32,0,73814,3700,0,0.820155555555556
"15046",120000,1,1,2,33,2,87310,4300,1,0.727583333333333
"15047",240000,1,2,2,25,0,24640,1700,0,0.102666666666667
"15048",50000,1,2,2,25,0,43785,1795,1,0.8757
"15049",1e+05,1,2,1,29,2,81839,3200,1,0.81839
"15050",390000,1,3,1,49,0,282849,12000,0,0.725253846153846
"15051",50000,1,3,1,36,2,47097,1796,1,0.94194
"15052",40000,1,2,1,44,2,24262,3100,1,0.60655
"15053",190000,1,2,1,38,0,194670,9000,0,1.02457894736842
"15054",10000,1,2,1,40,3,1050,0,1,0.105
"15055",10000,1,2,1,44,0,6696,2668,0,0.6696
"15056",180000,1,1,2,30,-1,4027,2130,0,0.0223722222222222
"15057",230000,1,2,2,31,0,170041,9800,0,0.739308695652174
"15058",20000,1,2,2,31,0,12214,2000,0,0.6107
"15059",230000,1,2,2,32,2,253935,10183,1,1.1040652173913
"15060",2e+05,1,1,2,32,0,190530,9000,0,0.95265
"15061",470000,1,1,2,34,0,57566,5344,0,0.12248085106383
"15062",150000,1,1,3,45,0,108434,3000,0,0.722893333333333
"15063",70000,1,3,1,37,0,71742,2721,0,1.02488571428571
"15064",50000,1,2,2,37,0,49473,2314,0,0.98946
"15065",80000,1,1,2,35,0,75734,20000,0,0.946675
"15066",330000,1,1,1,40,0,309055,12500,0,0.936530303030303
"15067",140000,1,2,2,33,0,133336,5000,0,0.9524
"15068",70000,1,2,2,44,2,43314,2025,1,0.618771428571429
"15069",280000,1,2,2,32,0,35038,2000,0,0.125135714285714
"15070",150000,1,3,2,30,0,80220,3095,0,0.5348
"15071",80000,1,2,1,35,0,79875,4000,0,0.9984375
"15072",120000,1,1,1,42,0,7722,2000,1,0.06435
"15073",50000,1,2,1,45,0,14488,1558,0,0.28976
"15074",230000,1,2,1,43,0,3472,1061,0,0.015095652173913
"15075",160000,1,2,2,36,1,0,0,0,0
"15076",50000,1,3,2,37,0,28951,1765,0,0.57902
"15077",1e+05,1,3,1,49,0,82214,2659,0,0.82214
"15078",2e+05,1,2,1,43,2,94529,0,1,0.472645
"15079",170000,1,2,1,36,1,158954,7,0,0.935023529411765
"15080",50000,1,2,1,43,0,25387,1374,0,0.50774
"15081",2e+05,1,3,1,46,-2,0,0,0,0
"15082",2e+05,1,2,1,39,-1,1543,1109,0,0.007715
"15083",50000,1,3,2,41,0,43383,1992,0,0.86766
"15084",50000,1,3,2,45,0,35962,1857,0,0.71924
"15085",3e+05,1,2,1,39,-1,29997,598,0,0.09999
"15086",130000,1,2,2,32,0,21395,10000,0,0.164576923076923
"15087",80000,1,1,2,33,2,67206,0,1,0.840075
"15088",120000,1,1,2,34,0,32773,1509,0,0.273108333333333
"15089",140000,1,1,2,32,0,130134,5000,1,0.929528571428571
"15090",220000,1,1,2,48,0,113061,5600,0,0.513913636363636
"15091",70000,1,2,2,32,0,71336,3609,1,1.01908571428571
"15092",20000,1,3,2,45,0,18416,1303,0,0.9208
"15093",20000,1,2,1,31,1,6313,500,1,0.31565
"15094",510000,1,1,2,32,0,63573,2900,0,0.124652941176471
"15095",450000,1,1,2,34,-1,42713,0,0,0.0949177777777778
"15096",50000,1,2,1,34,0,45459,2000,0,0.90918
"15097",120000,1,2,3,48,0,61673,2345,0,0.513941666666667
"15098",50000,1,3,1,45,1,0,0,1,0
"15099",280000,1,2,2,31,0,4821,1017,0,0.0172178571428571
"15100",30000,1,1,2,33,4,22303,0,1,0.743433333333333
"15101",20000,1,2,1,35,1,5659,0,0,0.28295
"15102",80000,1,2,1,42,0,78216,2115,0,0.9777
"15103",120000,1,2,1,45,0,52574,2000,0,0.438116666666667
"15104",370000,1,2,1,38,0,189567,8000,0,0.512343243243243
"15105",50000,1,2,2,45,0,30359,2000,0,0.60718
"15106",20000,1,3,2,39,0,30892,5000,0,1.5446
"15107",160000,1,2,1,36,0,59675,3000,0,0.37296875
"15108",170000,1,3,2,44,0,167077,12275,0,0.982805882352941
"15109",1e+05,1,2,2,36,0,2069,1500,0,0.02069
"15110",1e+05,1,3,2,32,0,54483,2460,0,0.54483
"15111",230000,1,1,1,33,0,213859,9285,1,0.929821739130435
"15112",240000,1,1,1,38,-1,6333,0,0,0.0263875
"15113",240000,1,3,2,36,0,135053,10000,0,0.562720833333333
"15114",50000,1,2,3,48,2,42850,1000,1,0.857
"15115",80000,1,2,1,46,0,79707,3542,0,0.9963375
"15116",50000,1,3,2,41,0,94962,4200,0,1.89924
"15117",50000,1,2,1,36,0,43900,2268,0,0.878
"15118",440000,1,1,2,37,0,186061,50000,0,0.422865909090909
"15119",220000,1,3,2,42,0,26595,9000,0,0.120886363636364
"15120",70000,1,1,2,30,0,16163,1000,0,0.2309
"15121",240000,1,1,2,32,-2,3162,3162,0,0.013175
"15122",360000,1,3,2,42,0,52460,3000,0,0.145722222222222
"15123",360000,1,1,2,32,-2,8971,2303,0,0.0249194444444444
"15124",80000,1,1,2,33,-2,251594,13000,0,3.144925
"15125",30000,1,2,2,36,1,13208,1000,1,0.440266666666667
"15126",160000,1,2,2,37,1,99793,4300,1,0.62370625
"15127",150000,1,2,2,39,2,155896,5500,1,1.03930666666667
"15128",1e+05,1,2,2,30,0,55776,3000,0,0.55776
"15129",70000,1,2,2,33,1,26181,12000,0,0.374014285714286
"15130",3e+05,1,2,2,35,0,242168,40006,0,0.807226666666667
"15131",90000,1,2,1,39,2,26493,4000,1,0.294366666666667
"15132",8e+05,1,1,2,46,-2,6229,4644,0,0.00778625
"15133",360000,1,2,2,40,-1,36560,11028,0,0.101555555555556
"15134",90000,1,2,1,41,1,86699,0,1,0.963322222222222
"15135",3e+05,1,3,2,43,0,303747,11500,1,1.01249
"15136",30000,1,3,1,46,1,19523,0,1,0.650766666666667
"15137",50000,1,2,2,37,0,48566,2088,0,0.97132
"15138",110000,1,2,1,30,2,54404,4000,1,0.494581818181818
"15139",80000,1,1,2,37,0,155342,6000,0,1.941775
"15140",140000,1,2,1,31,0,134039,13650,0,0.957421428571429
"15141",50000,1,2,1,44,0,48659,1345,0,0.97318
"15142",20000,1,3,2,40,0,13195,1238,0,0.65975
"15143",50000,1,3,2,46,0,48060,2326,0,0.9612
"15144",50000,1,1,2,34,1,0,0,0,0
"15145",130000,1,2,1,48,3,120326,5000,1,0.925584615384615
"15146",90000,1,2,1,45,0,46608,4500,0,0.517866666666667
"15147",30000,1,3,1,44,-2,2180,0,0,0.0726666666666667
"15148",50000,1,2,1,49,0,33346,2000,1,0.66692
"15149",170000,1,1,1,39,-2,0,0,0,0
"15150",290000,1,1,2,31,2,45021,2700,1,0.155244827586207
"15151",20000,1,3,1,47,0,16013,1419,0,0.80065
"15152",180000,1,1,2,38,2,114091,12100,1,0.633838888888889
"15153",360000,1,1,1,35,1,396,396,0,0.0011
"15154",140000,1,2,2,33,0,279184,7000,0,1.99417142857143
"15155",90000,1,2,1,34,0,53105,2525,0,0.590055555555556
"15156",120000,1,2,1,40,0,35671,2000,0,0.297258333333333
"15157",160000,1,1,1,31,-1,24465,7751,0,0.15290625
"15158",280000,1,2,1,32,2,204057,0,1,0.728775
"15159",1e+05,1,2,2,38,2,106989,3910,1,1.06989
"15160",160000,1,3,2,31,0,108963,4500,0,0.68101875
"15161",20000,1,2,1,42,0,14124,1249,0,0.7062
"15162",4e+05,1,1,2,39,2,49354,2500,0,0.123385
"15163",30000,1,2,1,45,2,28854,2372,0,0.9618
"15164",50000,1,3,1,47,-1,2840,1000,0,0.0568
"15165",70000,1,2,2,40,1,79237,0,0,1.13195714285714
"15166",110000,1,2,1,42,1,45461,0,0,0.413281818181818
"15167",50000,1,2,2,44,0,50677,4000,0,1.01354
"15168",170000,1,2,1,40,-1,4599,3409,0,0.0270529411764706
"15169",30000,1,1,1,33,0,28700,1800,0,0.956666666666667
"15170",50000,1,3,1,29,0,9527,2000,0,0.19054
"15171",50000,1,2,2,30,-1,780,0,1,0.0156
"15172",90000,1,3,1,44,1,0,0,1,0
"15173",110000,1,2,1,40,0,31042,3454,0,0.2822
"15174",240000,1,2,2,46,0,47379,3000,0,0.1974125
"15175",290000,1,2,2,45,0,212643,6755,0,0.733251724137931
"15176",180000,1,2,1,43,0,158843,6029,0,0.882461111111111
"15177",50000,1,2,2,43,0,47669,2000,0,0.95338
"15178",5e+05,1,1,2,47,-2,21376,20473,0,0.042752
"15179",50000,1,2,1,35,0,5219,2500,1,0.10438
"15180",50000,1,3,1,37,5,54078,0,0,1.08156
"15181",240000,1,2,1,34,0,225709,8544,0,0.940454166666667
"15182",150000,1,2,1,31,0,64276,3500,0,0.428506666666667
"15183",50000,1,3,2,31,3,15208,0,1,0.30416
"15184",360000,1,1,2,40,-1,3457,2020,0,0.00960277777777778
"15185",1e+05,1,1,1,38,2,72437,4000,1,0.72437
"15186",30000,1,2,2,44,2,44072,0,0,1.46906666666667
"15187",260000,1,1,2,36,-2,16751,10000,0,0.0644269230769231
"15188",140000,1,2,1,29,0,140933,5503,0,1.00666428571429
"15189",30000,1,3,1,48,-1,1261,1261,0,0.0420333333333333
"15190",60000,1,2,2,36,2,48547,2000,1,0.809116666666667
"15191",10000,1,2,2,29,1,8393,1000,0,0.8393
"15192",110000,1,3,2,34,2,86345,4504,1,0.784954545454545
"15193",40000,1,1,2,34,0,38849,3600,1,0.971225
"15194",50000,1,3,1,47,2,49386,1818,1,0.98772
"15195",50000,1,2,2,40,0,44310,3003,0,0.8862
"15196",350000,1,2,2,32,0,227873,10156,1,0.651065714285714
"15197",450000,1,1,2,34,0,260733,20255,0,0.579406666666667
"15198",50000,1,2,2,42,0,49495,3000,0,0.9899
"15199",170000,1,3,1,39,0,54397,2009,0,0.319982352941176
"15200",1e+05,1,2,1,41,1,96310,0,0,0.9631
"15201",140000,1,1,1,36,0,39598,2200,0,0.282842857142857
"15202",130000,1,1,2,29,1,0,0,0,0
"15203",270000,1,2,1,39,-1,18232,14341,0,0.0675259259259259
"15204",140000,1,2,1,40,0,139934,6500,0,0.999528571428571
"15205",150000,1,2,2,32,0,151594,4523,0,1.01062666666667
"15206",280000,1,1,1,34,0,188698,6337,0,0.673921428571429
"15207",80000,1,3,2,35,2,88027,3264,1,1.1003375
"15208",240000,1,3,2,40,0,245311,8491,0,1.02212916666667
"15209",20000,1,1,2,42,3,1050,0,1,0.0525
"15210",3e+05,1,1,1,38,0,113807,4511,0,0.379356666666667
"15211",250000,1,1,2,41,-1,173,0,1,0.000692
"15212",50000,1,1,2,49,0,48135,1314,1,0.9627
"15213",30000,1,2,2,39,2,25999,0,1,0.866633333333333
"15214",240000,1,1,1,38,2,2500,0,1,0.0104166666666667
"15215",2e+05,1,2,1,40,0,154090,21000,1,0.77045
"15216",50000,1,1,2,39,0,57436,2055,0,1.14872
"15217",210000,1,1,2,38,-1,280,0,0,0.00133333333333333
"15218",280000,1,1,1,42,1,0,0,0,0
"15219",2e+05,1,3,2,33,0,223147,8376,0,1.115735
"15220",3e+05,1,2,1,41,0,163033,5505,0,0.543443333333333
"15221",350000,1,1,2,34,0,259524,8432,0,0.741497142857143
"15222",120000,1,3,1,43,2,41439,2000,1,0.345325
"15223",110000,1,2,1,48,2,65070,5500,1,0.591545454545455
"15224",1e+05,1,1,2,32,0,81210,3019,0,0.8121
"15225",240000,1,1,1,36,-2,0,0,1,0
"15226",170000,1,1,2,48,0,6203,5079,0,0.0364882352941176
"15227",60000,1,2,1,42,2,4136,2300,1,0.0689333333333333
"15228",2e+05,1,3,1,42,0,151392,7000,0,0.75696
"15229",210000,1,2,1,48,0,186004,8100,0,0.885733333333333
"15230",1e+05,1,2,2,35,0,95271,3558,0,0.95271
"15231",380000,1,1,1,37,0,83852,13014,0,0.220663157894737
"15232",240000,1,1,2,38,0,6865,2000,0,0.0286041666666667
"15233",150000,1,2,2,33,0,53224,5000,0,0.354826666666667
"15234",60000,1,2,2,35,0,34604,1900,0,0.576733333333333
"15235",350000,1,2,1,37,0,219376,7669,0,0.626788571428571
"15236",160000,1,3,1,42,-1,75847,30000,0,0.47404375
"15237",130000,1,1,2,37,0,91390,5000,0,0.703
"15238",50000,1,3,2,38,0,4269,1288,0,0.08538
"15239",270000,1,2,1,40,0,42598,3036,1,0.15777037037037
"15240",90000,1,1,2,36,0,87678,3573,0,0.9742
"15241",450000,1,1,1,45,0,201015,10000,0,0.4467
"15242",280000,1,1,2,36,-1,10831,4216,1,0.0386821428571429
"15243",270000,1,1,1,38,-2,0,0,0,0
"15244",10000,1,3,2,46,3,1050,0,1,0.105
"15245",50000,1,1,3,37,0,45553,6324,0,0.91106
"15246",1e+05,1,1,1,33,0,34139,5000,0,0.34139
"15247",190000,1,1,2,32,0,183594,15000,1,0.966284210526316
"15248",240000,1,1,2,33,0,85603,2500,0,0.356679166666667
"15249",220000,1,1,1,33,0,171182,7000,0,0.7781
"15250",5e+05,1,1,1,42,0,47556,2016,0,0.095112
"15251",3e+05,1,1,2,32,0,8077,2800,1,0.0269233333333333
"15252",2e+05,1,1,2,30,-1,8985,805,0,0.044925
"15253",260000,1,2,2,31,0,3113,1300,0,0.0119730769230769
"15254",160000,1,3,2,31,0,50901,4000,0,0.31813125
"15255",340000,1,1,2,31,0,85292,17241,0,0.250858823529412
"15256",5e+05,1,1,2,32,0,65736,2425,0,0.131472
"15257",310000,1,1,1,32,1,310392,56,0,1.00126451612903
"15258",110000,1,1,1,36,2,36152,2000,1,0.328654545454545
"15259",390000,1,1,1,36,-2,8040,7857,0,0.0206153846153846
"15260",140000,1,1,2,31,-1,4900,393,0,0.035
"15261",30000,1,3,2,32,0,27995,1456,0,0.933166666666667
"15262",110000,1,1,2,40,0,101781,3700,0,0.925281818181818
"15263",20000,1,1,1,35,2,20547,1250,1,1.02735
"15264",210000,1,2,1,41,2,85639,4200,1,0.407804761904762
"15265",70000,1,1,1,42,0,25317,2000,0,0.361671428571429
"15266",20000,1,2,2,32,0,14549,1306,0,0.72745
"15267",260000,1,1,2,32,-1,2112,733,0,0.00812307692307692
"15268",2e+05,1,1,1,46,0,53643,1765,0,0.268215
"15269",190000,1,2,2,36,0,154456,6176,1,0.812926315789474
"15270",50000,1,2,2,42,0,47282,2500,0,0.94564
"15271",20000,1,2,2,35,0,17042,1500,0,0.8521
"15272",280000,1,2,1,49,0,236168,11000,0,0.843457142857143
"15273",60000,1,3,1,38,2,33044,0,1,0.550733333333333
"15274",250000,1,1,1,47,-2,0,0,0,0
"15275",4e+05,1,1,2,41,-1,11461,5877,0,0.0286525
"15276",180000,1,2,1,46,0,97660,6000,0,0.542555555555556
"15277",50000,1,2,1,45,0,51132,2800,0,1.02264
"15278",220000,1,2,2,39,0,103159,5000,0,0.468904545454545
"15279",50000,1,2,1,35,-1,3056,0,0,0.06112
"15280",1e+05,1,2,1,44,0,11509,1270,0,0.11509
"15281",5e+05,1,1,1,44,0,48533,2200,0,0.097066
"15282",120000,1,2,2,38,-1,500,0,0,0.00416666666666667
"15283",440000,1,2,1,48,0,23424,3000,0,0.0532363636363636
"15284",240000,1,2,2,30,-2,13989,7976,0,0.0582875
"15285",2e+05,1,1,1,45,-2,3659,1718,0,0.018295
"15286",50000,1,2,1,46,-1,4270,1600,0,0.0854
"15287",3e+05,1,2,1,35,0,142378,8000,1,0.474593333333333
"15288",50000,1,2,2,48,0,4975,2000,1,0.0995
"15289",20000,1,3,2,36,0,18786,1615,0,0.9393
"15290",20000,1,1,1,36,0,16736,1700,0,0.8368
"15291",50000,1,3,1,45,0,43469,2015,0,0.86938
"15292",70000,1,2,2,39,2,33521,3350,1,0.478871428571429
"15293",70000,1,2,1,45,2,68722,3100,0,0.981742857142857
"15294",450000,1,3,2,38,0,322402,15000,0,0.716448888888889
"15295",70000,1,2,1,40,0,5481,1113,0,0.0783
"15296",120000,1,2,2,45,0,123772,6000,0,1.03143333333333
"15297",80000,1,2,2,33,-1,32394,23185,0,0.404925
"15298",20000,1,2,2,40,1,8545,1923,1,0.42725
"15299",230000,1,2,1,42,0,26644,1440,0,0.11584347826087
"15300",480000,1,1,2,49,0,449336,17124,0,0.936116666666667
"15301",490000,1,1,1,42,0,283484,10000,0,0.578538775510204
"15302",310000,1,2,1,42,0,286506,9297,0,0.924212903225806
"15303",1e+05,1,1,2,33,0,68073,5000,0,0.68073
"15304",260000,1,1,2,39,0,248880,10611,0,0.957230769230769
"15305",360000,1,3,2,34,0,304883,15000,0,0.846897222222222
"15306",320000,1,2,1,36,0,154188,5000,0,0.4818375
"15307",140000,1,1,1,41,0,44635,2000,0,0.318821428571429
"15308",20000,1,2,2,39,0,13231,1300,1,0.66155
"15309",3e+05,1,1,3,50,0,301731,60000,1,1.00577
"15310",130000,1,2,1,50,0,122079,7700,0,0.939069230769231
"15311",2e+05,1,3,1,50,0,119657,11754,0,0.598285
"15312",120000,1,2,2,51,2,137965,0,1,1.14970833333333
"15313",50000,1,2,3,52,0,49854,2500,0,0.99708
"15314",180000,1,1,1,51,0,40310,2000,0,0.223944444444444
"15315",230000,1,1,1,53,1,0,0,1,0
"15316",10000,1,3,1,50,0,4674,2000,0,0.4674
"15317",20000,1,2,1,49,2,13380,400,1,0.669
"15318",2e+05,1,2,2,48,0,111664,4080,0,0.55832
"15319",360000,1,2,1,49,1,3295,0,0,0.00915277777777778
"15320",210000,1,2,1,53,0,170760,7700,0,0.813142857142857
"15321",80000,1,2,1,53,2,6469,2600,1,0.0808625
"15322",60000,1,2,2,51,0,27293,1450,0,0.454883333333333
"15323",1e+05,1,3,1,56,1,51021,4388,0,0.51021
"15324",50000,1,2,1,54,2,35068,0,1,0.70136
"15325",3e+05,1,3,1,56,0,110350,4052,0,0.367833333333333
"15326",140000,1,3,1,50,0,143090,5411,0,1.02207142857143
"15327",120000,1,3,1,59,0,68646,2144,0,0.57205
"15328",50000,1,3,2,58,2,7831,1123,0,0.15662
"15329",90000,1,1,1,56,0,58438,2572,0,0.649311111111111
"15330",60000,1,2,1,57,0,59617,3099,0,0.993616666666667
"15331",260000,1,1,1,51,0,62635,6000,0,0.240903846153846
"15332",80000,1,3,1,52,0,27308,3000,0,0.34135
"15333",10000,1,3,2,51,0,7282,1311,0,0.7282
"15334",190000,1,2,1,50,1,19871,0,1,0.104584210526316
"15335",160000,1,1,1,51,0,131124,5000,0,0.819525
"15336",20000,1,3,2,49,3,16066,0,0,0.8033
"15337",50000,1,3,1,54,1,48679,0,0,0.97358
"15338",350000,1,1,1,50,0,348938,11000,0,0.996965714285714
"15339",60000,1,3,1,50,0,59703,2047,0,0.99505
"15340",50000,1,2,1,47,2,10492,1600,1,0.20984
"15341",30000,1,2,2,52,2,30119,0,1,1.00396666666667
"15342",150000,1,1,2,52,0,227634,18000,0,1.51756
"15343",80000,1,2,1,52,0,75113,3500,0,0.9389125
"15344",80000,1,3,1,55,0,80037,63000,0,1.0004625
"15345",10000,1,3,1,54,4,7936,0,1,0.7936
"15346",330000,1,1,2,54,-2,3027,2386,0,0.00917272727272727
"15347",250000,1,1,1,58,0,1635,1025,0,0.00654
"15348",90000,1,2,1,53,-1,24782,3000,1,0.275355555555556
"15349",180000,1,3,2,52,0,77408,3293,0,0.430044444444444
"15350",50000,1,3,1,51,0,47877,2516,0,0.95754
"15351",50000,1,2,2,57,0,51867,2200,0,1.03734
"15352",30000,1,2,3,58,3,23496,0,0,0.7832
"15353",70000,1,2,3,47,0,27847,2000,1,0.397814285714286
"15354",420000,1,1,1,51,0,57815,1000,0,0.137654761904762
"15355",130000,1,1,1,51,0,124108,4530,0,0.954676923076923
"15356",2e+05,1,2,1,55,0,184505,8000,0,0.922525
"15357",180000,1,3,1,58,2,36086,2000,1,0.200477777777778
"15358",170000,1,2,1,59,2,44619,1800,1,0.262464705882353
"15359",190000,1,1,1,54,0,187295,7000,0,0.985763157894737
"15360",2e+05,1,1,1,54,1,7111,10,0,0.035555
"15361",30000,1,3,1,54,0,13693,1600,1,0.456433333333333
"15362",460000,1,2,1,55,0,5352,3000,0,0.0116347826086957
"15363",190000,1,1,1,54,0,205824,7154,0,1.08328421052632
"15364",10000,1,2,2,54,0,3697,1561,0,0.3697
"15365",90000,1,2,1,57,0,10635,3007,0,0.118166666666667
"15366",440000,1,1,1,54,-1,8517,0,0,0.0193568181818182
"15367",480000,1,2,1,58,0,470310,16898,0,0.9798125
"15368",360000,1,3,1,56,-1,22000,7772,0,0.0611111111111111
"15369",30000,2,3,1,28,0,23176,2867,0,0.772533333333333
"15370",80000,2,3,1,33,-1,780,0,1,0.00975
"15371",350000,1,1,1,57,-2,1910,0,0,0.00545714285714286
"15372",150000,1,2,1,55,0,1540,780,0,0.0102666666666667
"15373",360000,1,3,2,54,-2,0,0,1,0
"15374",20000,2,3,1,31,1,15903,0,1,0.79515
"15375",310000,2,2,1,47,0,290211,10989,0,0.936164516129032
"15376",2e+05,2,1,2,31,1,3028,1473,0,0.01514
"15377",210000,2,3,1,40,0,160292,3720,0,0.763295238095238
"15378",30000,2,3,1,47,0,15979,2000,0,0.532633333333333
"15379",110000,2,1,2,31,1,0,0,0,0
"15380",50000,2,3,2,27,2,13979,1261,0,0.27958
"15381",50000,2,1,2,26,0,4197,1000,1,0.08394
"15382",50000,2,2,1,33,0,32752,2000,0,0.65504
"15383",20000,2,1,2,23,0,16931,1300,0,0.84655
"15384",80000,2,2,2,32,0,16007,5000,0,0.2000875
"15385",450000,2,1,1,36,-2,3961,2495,0,0.00880222222222222
"15386",180000,2,2,2,24,-1,316,316,1,0.00175555555555556
"15387",30000,2,2,2,22,0,24426,1712,0,0.8142
"15388",50000,2,2,1,22,0,48560,2000,1,0.9712
"15389",20000,2,2,1,31,2,17727,1700,0,0.88635
"15390",20000,2,2,1,29,0,5586,1268,1,0.2793
"15391",40000,2,2,1,25,0,40633,1950,1,1.015825
"15392",180000,2,2,1,30,1,1591,150,0,0.00883888888888889
"15393",80000,2,2,2,29,0,78626,3400,0,0.982825
"15394",50000,2,2,2,24,0,45397,3015,0,0.90794
"15395",20000,2,1,2,23,0,19422,1300,0,0.9711
"15396",20000,2,2,2,22,0,15847,1300,0,0.79235
"15397",360000,2,1,2,29,1,0,0,0,0
"15398",2e+05,2,1,2,33,0,8819,8656,1,0.044095
"15399",50000,2,2,2,23,1,18085,7000,0,0.3617
"15400",70000,2,2,2,23,0,64882,2782,1,0.926885714285714
"15401",120000,2,2,2,23,0,116314,6019,0,0.969283333333333
"15402",50000,2,3,1,46,0,13406,2000,0,0.26812
"15403",310000,2,1,1,36,0,157173,6000,0,0.507009677419355
"15404",60000,2,2,2,24,0,54216,2000,0,0.9036
"15405",20000,2,1,2,22,0,23050,1336,0,1.1525
"15406",20000,2,2,2,22,2,6900,0,1,0.345
"15407",50000,2,1,2,22,0,3560,1090,1,0.0712
"15408",80000,2,2,2,22,0,18429,2015,0,0.2303625
"15409",20000,2,2,2,22,0,16990,3000,0,0.8495
"15410",10000,2,1,1,23,0,7641,1262,0,0.7641
"15411",20000,2,2,1,21,-1,17617,1489,0,0.88085
"15412",20000,2,2,2,21,1,18455,1327,0,0.92275
"15413",30000,2,2,2,22,0,18424,1311,0,0.614133333333333
"15414",20000,2,1,2,21,0,2798,2000,0,0.1399
"15415",20000,2,1,2,22,0,18479,2022,0,0.92395
"15416",20000,2,2,2,22,1,15712,0,0,0.7856
"15417",50000,2,2,2,22,1,51798,0,0,1.03596
"15418",50000,2,1,2,23,0,8889,1500,0,0.17778
"15419",20000,2,2,2,22,0,10294,4000,1,0.5147
"15420",20000,2,2,2,22,2,8628,0,1,0.4314
"15421",80000,2,1,2,23,-2,390,390,0,0.004875
"15422",80000,2,2,2,23,0,43275,1700,0,0.5409375
"15423",130000,2,2,2,23,-1,69,0,0,0.000530769230769231
"15424",20000,2,1,2,22,0,12476,3000,0,0.6238
"15425",20000,2,2,2,22,1,15706,1000,1,0.7853
"15426",50000,2,2,2,22,1,44980,7,1,0.8996
"15427",60000,2,2,2,23,1,9491,0,0,0.158183333333333
"15428",130000,2,2,2,22,0,8570,527,0,0.0659230769230769
"15429",80000,2,2,2,22,-1,1247,0,1,0.0155875
"15430",170000,2,2,2,34,0,156526,7500,0,0.920741176470588
"15431",90000,2,1,2,23,0,18418,5000,0,0.204644444444444
"15432",20000,2,1,2,23,-1,1207,0,0,0.06035
"15433",80000,2,2,2,23,0,38587,5000,0,0.4823375
"15434",30000,2,2,2,22,0,26568,1762,1,0.8856
"15435",30000,2,1,2,22,0,18324,3300,0,0.6108
"15436",30000,2,3,1,23,2,15003,1500,1,0.5001
"15437",50000,2,1,2,23,0,40756,10000,1,0.81512
"15438",30000,2,1,2,23,0,20958,1092,1,0.6986
"15439",60000,2,1,2,23,2,26596,3500,1,0.443266666666667
"15440",1e+05,2,2,2,23,0,42409,1700,0,0.42409
"15441",140000,2,1,2,23,0,35206,2000,0,0.251471428571429
"15442",140000,2,1,2,23,0,1217,866,0,0.00869285714285714
"15443",70000,2,2,2,22,2,34970,1313,0,0.499571428571429
"15444",30000,2,2,1,28,2,21588,0,1,0.7196
"15445",50000,2,3,2,22,2,1261,1261,1,0.02522
"15446",50000,2,2,2,22,2,49559,1100,1,0.99118
"15447",30000,2,3,1,22,0,23185,1400,0,0.772833333333333
"15448",30000,2,3,2,23,0,28371,2000,1,0.9457
"15449",30000,2,1,2,24,-2,0,0,0,0
"15450",20000,2,1,2,25,0,11629,1193,0,0.58145
"15451",60000,2,4,2,23,0,60876,2523,0,1.0146
"15452",2e+05,2,1,2,23,0,72853,2933,0,0.364265
"15453",80000,2,1,2,23,1,0,0,1,0
"15454",170000,2,1,2,23,0,15639,1265,0,0.0919941176470588
"15455",90000,2,1,2,24,2,14085,0,1,0.1565
"15456",290000,2,2,2,24,0,262476,8000,1,0.905089655172414
"15457",60000,2,2,2,24,0,8086,3015,0,0.134766666666667
"15458",20000,2,1,2,24,-2,18252,2000,1,0.9126
"15459",50000,2,2,1,23,0,25526,1431,0,0.51052
"15460",210000,2,2,2,23,0,9987,5000,0,0.0475571428571429
"15461",290000,2,2,2,29,-1,140809,6201,0,0.485548275862069
"15462",90000,2,2,2,23,0,29357,1500,0,0.326188888888889
"15463",50000,2,2,2,23,0,37259,1750,0,0.74518
"15464",50000,2,2,2,23,0,32206,1630,0,0.64412
"15465",20000,2,3,2,24,0,1360,1301,0,0.068
"15466",360000,2,2,2,23,0,37927,2057,0,0.105352777777778
"15467",230000,2,1,2,23,0,34975,2000,0,0.152065217391304
"15468",30000,2,1,2,24,-1,19998,3001,0,0.6666
"15469",30000,2,1,2,23,0,17462,10000,0,0.582066666666667
